x,y
-0.005904994288936427,0.007316702398274796
0.006473042737474954,0.0014921575165716405
-0.003982488721708366,-0.005808468324040958
0.021611049557811568,0.02460782068887496
0.023814671679334487,0.007309239597400791
0.037319331331186034,0.010764788513954168
0.01099146784512095,0.007739148687341005
-0.026143544471755265,-0.011804991551294108
-0.06518261853086871,-0.03471721852418674
-0.006422066965071527,-0.001907862289252396
-0.05803731444523075,-0.026619233470288828
0.024849971781900848,0.010303565589366043
0.00995744118643338,-0.00030052317883355606
-0.05006411837707048,-0.036597019412542446
-0.004588737970847467,0.016706265673293225
0.009492008179764255,0.0024143674452160174
-0.03389250665814736,-0.008769685289289036
0.04004988422436795,0.017607798917805423
0.020542694071635226,0.00917901589201063
0.0494803489931529,0.020063078171714974
-0.01456805467804545,-0.003741761088595863
-0.05526820587201442,-0.038579310846584274
0.023604172925522082,0.01552181385928314
-0.002588983270496281,-0.003405263074753029
-0.05300486654493586,-0.021274583226183585
0.0055574165096918815,0.0006477673388529531
0.025020797308693332,0.017223351956796668
-0.011378817689392862,-0.008967537653155291
-0.024128011308494846,-0.01869647687057356
0.041474602808340366,0.01849085614151856
0.0013868436254147465,-0.003832462082861504
0.022523103396619892,0.017432645406377484
0.00250337136924772,-0.0023041631000147306
0.020301270574460406,0.01886440877188514
0.08221737122551431,0.04011073134785137
-0.025408729029713473,-0.007049314136714016
-0.135828828682948,-0.0638773070176776
0.029802382627071355,0.035152114326127124
-0.017176269001120015,-0.0026121918151939955
-0.02327408304105838,-0.029581182042684256
-0.0072738075829842375,-0.016573143493113188
0.022835800767430747,0.016388207497711513
0.004356291002505341,0.010426881775255012
0.07918943866684025,0.041609197686756375
-0.006627475553384721,-0.01113196112339894
0.010866911857643657,-0.0032772804960406465
-0.0006663449335815308,-0.0026713188584100434
-0.04357135878903806,-0.02221755988240417
0.0579862808430428,0.025215260113894147
-0.009225740689373874,-0.006269366466046297
